"","YearCollected","SurveyAreaIdentifier","sum_all_sp","n_visits"
"4971",2011,"L522089",19,1
"4972",2011,"L567918",523,4
"4973",2011,"L577975",2138,22
"4974",2011,"L602602",592,1
"4975",2011,"L606099",603,2
"4976",2011,"L606293",165,2
"4977",2011,"L631964",12511,8
"4978",2011,"L657657",0,1
"4979",2011,"L660873",2395,2
"4980",2011,"L661478",0,1
"4981",2011,"L677573",13688,7
"4982",2011,"L692572",1014,4.71428571428571
"4983",2011,"L719384",601,3
"4984",2011,"L728677",15216,19
"4985",2011,"L736954",0,2
"4986",2011,"L767658",0,1
"4987",2011,"L769965",654,8
"4988",2011,"L772402",2511,8
"4989",2011,"L772413",7591,8
"4990",2011,"L778268",0,1
"4991",2011,"L815089",117,3
"4992",2011,"L815117",1531,16
"4993",2011,"L816569",2935,15
"4994",2011,"L835237",4942,8
"4995",2011,"L839475",4,1
"4996",2011,"L870724",305,4
"4997",2011,"L92448",12006,10
"4998",2011,"L938112",95,2
"4999",2011,"L966399",204,1
"5000",2011,"L970806",264,2
"5001",2011,"L977151",9208,7
"5002",2011,"L991769",210,2
"5003",2011,"L991772",31,1
"5004",2012,"L1012843",0,1
"5005",2012,"L1012957",0,1
"5006",2012,"L1020443",11,1
"5007",2012,"L1029227",607,1
"5008",2012,"L1070878",30,3
"5009",2012,"L109139",811,4
"5010",2012,"L109144",7100,4
"5011",2012,"L109146",871,5
"5012",2012,"L109147",3648,9
"5013",2012,"L109158",107,7
"5014",2012,"L109200",1,3
"5015",2012,"L109201",642,7
"5016",2012,"L109204",33,3
"5017",2012,"L109210",77,2
"5018",2012,"L109213",920,9
"5019",2012,"L109233",1408,11
"5020",2012,"L109240",119,11
"5021",2012,"L109534",564,6
"5022",2012,"L1111208",0,1
"5023",2012,"L1150331",0,1
"5024",2012,"L1178498",392,3
"5025",2012,"L1191767",482,3
"5026",2012,"L1250783",111,1
"5027",2012,"L1252858",56,3
"5028",2012,"L1252883",747,5
"5029",2012,"L1254859",2176,24
"5030",2012,"L1273295",0,1
"5031",2012,"L1286702",140,4
"5032",2012,"L1286706",207,6
"5033",2012,"L1286707",149,6
"5034",2012,"L1309509",195,2
"5035",2012,"L1325225",1340,12
"5036",2012,"L140043",0,2
"5037",2012,"L1447614",1,1
"5038",2012,"L1450800",25,1
"5039",2012,"L1450807",58,1
"5040",2012,"L1450811",13,1
"5041",2012,"L1450817",2,1
"5042",2012,"L148196",7,5
"5043",2012,"L1484767",20,3
"5044",2012,"L1489632",42,1
"5045",2012,"L1595535",168,11
"5046",2012,"L1595593",3,3
"5047",2012,"L1595603",46,6
"5048",2012,"L1626228",2793,16
"5049",2012,"L1643542",6,1
"5050",2012,"L1646719",12,1
"5051",2012,"L164826",231,2
"5052",2012,"L164827",450,5
"5053",2012,"L1652538",4,3
"5054",2012,"L1653270",0,1
"5055",2012,"L1662358",1,3
"5056",2012,"L1662362",5,3
"5057",2012,"L1664959",165,3
"5058",2012,"L1669625",149,7
"5059",2012,"L1669641",44,2
"5060",2012,"L1671960",510,7
"5061",2012,"L167326",1476,4
"5062",2012,"L167991",86,5
"5063",2012,"L1763150",620,10
"5064",2012,"L1767052",282,2
"5065",2012,"L1769365",367,4
"5066",2012,"L1790535",23,2
"5067",2012,"L1800542",0,1
"5068",2012,"L1803682",352,1
"5069",2012,"L1804917",400,1
"5070",2012,"L191802",20,1
"5071",2012,"L207462",96,1
"5072",2012,"L213321",754,20
"5073",2012,"L215343",1493,14
"5074",2012,"L246782",0,0.928571428571429
"5075",2012,"L2481466",10,1
"5076",2012,"L265654",30,1
"5077",2012,"L267398",3744,12
"5078",2012,"L267984",3467,7
"5079",2012,"L278604",16294,10.8214285714286
"5080",2012,"L279820",1537,12
"5081",2012,"L280975",10,1
"5082",2012,"L281051",7220,2
"5083",2012,"L281393",14803,11
"5084",2012,"L281763",1867,15
"5085",2012,"L285036",182,16
"5086",2012,"L286815",843,7
"5087",2012,"L289332",0,1
"5088",2012,"L290161",0,1
"5089",2012,"L292324",8,4
"5090",2012,"L297947",73,3
"5091",2012,"L3157607",2046,10
"5092",2012,"L348624",0,1
"5093",2012,"L348626",43,1
"5094",2012,"L353732",45,1
"5095",2012,"L354678",16,1
"5096",2012,"L3639858",0,1
"5097",2012,"L387180",1,1
"5098",2012,"L387182",5,9
"5099",2012,"L393329",17,1
"5100",2012,"L450031",2,3
"5101",2012,"L450147",322,9
"5102",2012,"L452884",831,110
"5103",2012,"L455080",1416,114
"5104",2012,"L456013",74,11
"5105",2012,"L459060",0,1
"5106",2012,"L462778",68,13
"5107",2012,"L473469",13046,2
"5108",2012,"L475103",13022,6
"5109",2012,"L481631",36,3
"5110",2012,"L481665",4,1
"5111",2012,"L486255",33,1.89285714285714
"5112",2012,"L502729",60,2
"5113",2012,"L510074",294,11
"5114",2012,"L519067",43,6
"5115",2012,"L5532152",1,1
"5116",2012,"L577975",3048,22
"5117",2012,"L611064",4213,14
"5118",2012,"L619779",0,1
"5119",2012,"L631964",11173,7
"5120",2012,"L659874",8,1
"5121",2012,"L677573",13938,6
"5122",2012,"L679571",170,8
"5123",2012,"L728677",5464,6
"5124",2012,"L744895",0,1
"5125",2012,"L747673",0,1
"5126",2012,"L748801",0,1
"5127",2012,"L765468",2,1
"5128",2012,"L765746",2,4
"5129",2012,"L767320",12,3
"5130",2012,"L772402",10,1
"5131",2012,"L779379",4,2
"5132",2012,"L794486",1,2
"5133",2012,"L795323",0,1
"5134",2012,"L815089",174,2
"5135",2012,"L816569",1886,11
"5136",2012,"L835237",4246,5
"5137",2012,"L856960",0,2
"5138",2012,"L859480",66,1
"5139",2012,"L864932",0,1
"5140",2012,"L870076",2,6
"5141",2012,"L870724",28,2
"5142",2012,"L882815",0,1
"5143",2012,"L893664",0,1
"5144",2012,"L924702",161,18
"5145",2012,"L946633",19,1
"5146",2012,"L955942",30,2
"5147",2012,"L957854",48,1
"5148",2012,"L962068",7,1
"5149",2012,"L977151",3439,6
"5150",2012,"L977199",709,15
"5151",2012,"L991772",95,1
"5152",2012,"L992910",6,6
"5153",2012,"L99388",2,20
"5154",2012,"L99389",155,15
"5155",2012,"L99392",0,1
"5156",2012,"L996689",0,1
"5157",2013,"L1001044",1,2
"5158",2013,"L1004465",0,1
"5159",2013,"L1012843",0,2
"5160",2013,"L1012948",0,1
"5161",2013,"L1070878",3,1
"5162",2013,"L1080316",0,1
"5163",2013,"L109139",511,1
"5164",2013,"L109144",11599,4
"5165",2013,"L109146",770,6
"5166",2013,"L109147",2465,5
"5167",2013,"L109149",6,2
"5168",2013,"L109534",437,5
"5169",2013,"L1126399",0,1
"5170",2013,"L1189990",0,1
"5171",2013,"L1221121",2,3
"5172",2013,"L1246464",0,2
"5173",2013,"L1252883",143,3
"5174",2013,"L1262165",120,2
"5175",2013,"L1266885",0,1
"5176",2013,"L1270284",0,2
"5177",2013,"L127324",2684,10
"5178",2013,"L1283432",0,1
"5179",2013,"L1286706",48,1
"5180",2013,"L129084",846,2
"5181",2013,"L1297365",25,3
"5182",2013,"L1325225",2857,28
"5183",2013,"L1344295",0,1
"5184",2013,"L1347790",0,1
"5185",2013,"L140043",305,5
"5186",2013,"L1403459",0,1
"5187",2013,"L1411973",111,10
"5188",2013,"L1412003",366,12
"5189",2013,"L1414428",340,11
"5190",2013,"L1416657",458,9
"5191",2013,"L1450800",36,2
"5192",2013,"L1450804",5,1
"5193",2013,"L1450807",70,2
"5194",2013,"L1450809",2,1
"5195",2013,"L1450811",2,1
"5196",2013,"L1450817",1,1
"5197",2013,"L148189",0,1
"5198",2013,"L148196",9,6
"5199",2013,"L151133",3,1
"5200",2013,"L1589971",407,1
"5201",2013,"L1616913",0,1
"5202",2013,"L1621217",10,1
"5203",2013,"L164826",682,4
"5204",2013,"L164827",65,1
"5205",2013,"L1652506",125,5
"5206",2013,"L1653270",163,12
"5207",2013,"L1655346",4116,5
"5208",2013,"L1655354",1501,5
"5209",2013,"L1655362",10793,5
"5210",2013,"L1664975",12,0.928571428571429
"5211",2013,"L167326",870,1
"5212",2013,"L167991",8,1
"5213",2013,"L168280",0,1
"5214",2013,"L1740956",0,1
"5215",2013,"L1744901",2,9
"5216",2013,"L1797196",158,3
"5217",2013,"L1813608",6,6
"5218",2013,"L1845545",13,1
"5219",2013,"L1870091",0,2
"5220",2013,"L1870107",0,2
"5221",2013,"L1870113",0,1
"5222",2013,"L1872989",0,1
"5223",2013,"L1886844",214,3
"5224",2013,"L1889240",1927,3
"5225",2013,"L1900639",126,1
"5226",2013,"L1922223",21,1
"5227",2013,"L1924742",1,4
"5228",2013,"L1925960",0,1
"5229",2013,"L1930551",1,5
"5230",2013,"L2097435",13447,3
"5231",2013,"L2101293",6,14
"5232",2013,"L2102380",0,1
"5233",2013,"L2104242",49,3
"5234",2013,"L2104271",33,3
"5235",2013,"L2104648",885,14
"5236",2013,"L2114786",22,3
"5237",2013,"L2116856",1093,3
"5238",2013,"L2116879",1811,3
"5239",2013,"L2116897",1414,3
"5240",2013,"L2118995",785,9
"5241",2013,"L2119253",77,2
"5242",2013,"L2120084",8363,5
"5243",2013,"L2120187",1564,5
"5244",2013,"L2120208",199,3
"5245",2013,"L212323",3,1
"5246",2013,"L2124197",449,3
"5247",2013,"L2129207",90,2
"5248",2013,"L2130503",366,3
"5249",2013,"L2130515",252,3
"5250",2013,"L2130870",961,3
"5251",2013,"L213321",58,2
"5252",2013,"L2143793",169,6
"5253",2013,"L2143807",325,7
"5254",2013,"L215343",1543,11
"5255",2013,"L2156815",137,3
"5256",2013,"L2158478",968,3
"5257",2013,"L2162757",86,3
"5258",2013,"L2169706",22581,9
"5259",2013,"L2181871",125,2
"5260",2013,"L2202854",0,2
"5261",2013,"L2219236",923,2
"5262",2013,"L2237576",62,2
"5263",2013,"L2240956",21,4
"5264",2013,"L2251117",9862,6
"5265",2013,"L2255795",0,1
"5266",2013,"L2261233",0,1
"5267",2013,"L2276137",0,2
"5268",2013,"L2290807",1846,5
"5269",2013,"L2290820",1026,5
"5270",2013,"L2290828",5574,5
"5271",2013,"L2290838",2322,5
"5272",2013,"L2297004",657,2
"5273",2013,"L2298767",1,1
"5274",2013,"L2299531",1,1
"5275",2013,"L2299800",644,2
"5276",2013,"L2299845",58,1
"5277",2013,"L2299859",18,3
"5278",2013,"L2299896",0,2
"5279",2013,"L2300821",40,1
"5280",2013,"L2301904",436,2
"5281",2013,"L2309776",0,1
"5282",2013,"L2326118",0,2
"5283",2013,"L2326128",8,0.928571428571429
"5284",2013,"L2326134",99,0.892857142857143
"5285",2013,"L2326148",22,0.928571428571429
"5286",2013,"L2326161",40,0.892857142857143
"5287",2013,"L2327468",99,1
"5288",2013,"L2328941",0,1
"5289",2013,"L2330315",0,1
"5290",2013,"L2332114",12,1
"5291",2013,"L2332176",4588,3
"5292",2013,"L2333007",331,4
"5293",2013,"L2339056",1515,3
"5294",2013,"L2341235",16,1
"5295",2013,"L2344816",0,2
"5296",2013,"L2345533",227,3
"5297",2013,"L2345547",11,1
"5298",2013,"L2345607",73,2
"5299",2013,"L2346063",1670,1
"5300",2013,"L2346079",59,1
"5301",2013,"L2348536",759,2
"5302",2013,"L2348567",121,2
"5303",2013,"L2350776",1719,3
"5304",2013,"L2351478",2543,3
"5305",2013,"L2352437",25,1
"5306",2013,"L2352441",415,1
"5307",2013,"L2352566",1378,1
"5308",2013,"L2359899",361,3
"5309",2013,"L2362270",0,1
"5310",2013,"L2362443",0,1
"5311",2013,"L2366081",199,5
"5312",2013,"L2366100",177,2
"5313",2013,"L2373571",470,2
"5314",2013,"L2375770",873,4
"5315",2013,"L2379500",39,1
"5316",2013,"L2379751",50,1
"5317",2013,"L2381016",930,2
"5318",2013,"L2387337",39,1
"5319",2013,"L2390043",52,3
"5320",2013,"L2394241",476,1
"5321",2013,"L2395280",877,5
"5322",2013,"L2401908",5059,7
"5323",2013,"L2401917",147,2
"5324",2013,"L2402006",346,1
"5325",2013,"L2402026",31,1
"5326",2013,"L2402056",84,2
"5327",2013,"L2402063",157,2
"5328",2013,"L2402777",160,3
"5329",2013,"L2402831",40,3
"5330",2013,"L2402925",4,3
"5331",2013,"L2402943",122,3
"5332",2013,"L2402949",789,8
"5333",2013,"L2405060",1722,1
"5334",2013,"L2405093",1250,1
"5335",2013,"L2413014",0,1
"5336",2013,"L2413019",0,1
"5337",2013,"L2413072",8150,4
"5338",2013,"L2426963",8255,7
"5339",2013,"L2428611",90,7
"5340",2013,"L2431011",1970,2
"5341",2013,"L2436287",6739,5
"5342",2013,"L2454628",2085,3
"5343",2013,"L2511468",1,8
"5344",2013,"L251783",7841,16
"5345",2013,"L2666632",402,1
"5346",2013,"L267984",8698,8
"5347",2013,"L269491",363,1
"5348",2013,"L2735912",98,1
"5349",2013,"L2735946",176,1
"5350",2013,"L2735973",450,1
"5351",2013,"L2735978",611,1
"5352",2013,"L2764893",1380,3
"5353",2013,"L2764952",1075,3
"5354",2013,"L2777806",445,6
"5355",2013,"L2777854",4395,7
"5356",2013,"L278320",320,2
"5357",2013,"L278604",6818,3
"5358",2013,"L2792690",6781,4
"5359",2013,"L279820",3397,12
"5360",2013,"L280564",0,1
"5361",2013,"L283726",256,2
"5362",2013,"L286815",798,8
"5363",2013,"L2868243",0,1
"5364",2013,"L2868249",1,1
"5365",2013,"L2868251",0,1
"5366",2013,"L2868252",0,1
"5367",2013,"L2868253",0,1
"5368",2013,"L2868256",0,1
"5369",2013,"L2868262",0,1
"5370",2013,"L2868266",0,1
"5371",2013,"L2868267",0,1
"5372",2013,"L2868268",0,1
"5373",2013,"L2868269",17,1
"5374",2013,"L2868270",18,1
"5375",2013,"L2868274",0,1
"5376",2013,"L288888",247,0.964285714285714
"5377",2013,"L289332",0,2
"5378",2013,"L290161",0,1
"5379",2013,"L291607",2,10
"5380",2013,"L293460",10,6
"5381",2013,"L311660",1103,3
"5382",2013,"L3157607",5076,20
"5383",2013,"L3370631",15,1
"5384",2013,"L356505",0,1
"5385",2013,"L444828",66,2
"5386",2013,"L445366",359,2
"5387",2013,"L450319",2859,2
"5388",2013,"L452884",1062,100
"5389",2013,"L455080",1112,104
"5390",2013,"L455424",28,2
"5391",2013,"L457176",0,1
"5392",2013,"L461272",626,2
"5393",2013,"L465591",5,1
"5394",2013,"L465593",0,1
"5395",2013,"L466941",81,1
"5396",2013,"L471766",171,6
"5397",2013,"L475094",637,1
"5398",2013,"L475103",3628,2
"5399",2013,"L479626",29,1
"5400",2013,"L489056",171,6
"5401",2013,"L502729",137,5
"5402",2013,"L502926",125,2
"5403",2013,"L519067",96,2
"5404",2013,"L520045",378,2
"5405",2013,"L5293274",277,12
"5406",2013,"L581494",0,1
"5407",2013,"L617875",49,2
"5408",2013,"L630265",1,1
"5409",2013,"L631964",2964,7
"5410",2013,"L660056",0,1
"5411",2013,"L660064",0,1
"5412",2013,"L677573",16546,5
"5413",2013,"L679571",30,1
"5414",2013,"L698007",0,1
"5415",2013,"L718378",41756,25
"5416",2013,"L718675",5,1
"5417",2013,"L719384",187,2
"5418",2013,"L721425",0,1
"5419",2013,"L722562",668,1
"5420",2013,"L728677",880,5
"5421",2013,"L744895",0,2
"5422",2013,"L747614",0,2
"5423",2013,"L747673",1,1
"5424",2013,"L748801",0,1
"5425",2013,"L765746",0,2
"5426",2013,"L767320",186,6
"5427",2013,"L770907",0,1
"5428",2013,"L816569",1518,6
"5429",2013,"L835237",5009,5
"5430",2013,"L847833",0,1
"5431",2013,"L859480",60,1
"5432",2013,"L864932",0,2
"5433",2013,"L870076",7,1
"5434",2013,"L882314",0,2
"5435",2013,"L910949",3047,5
"5436",2013,"L923371",362,5
"5437",2013,"L946633",75,4
"5438",2013,"L951782",0,1
"5439",2013,"L954555",765,1
"5440",2013,"L977151",5734,6
"5441",2013,"L985694",229,1
"5442",2013,"L992910",26,7
"5443",2013,"L996687",0,1
"5444",2013,"L996689",0,2
"5445",2014,"L1012514",5332,4
"5446",2014,"L1017284",0,1
"5447",2014,"L109144",5869,7
"5448",2014,"L109146",2923,27
"5449",2014,"L109147",6454,10
"5450",2014,"L109200",0,1
"5451",2014,"L109216",83,2
"5452",2014,"L109534",687,9
"5453",2014,"L1126399",0,1
"5454",2014,"L1191767",142,1
"5455",2014,"L1221121",0,2
"5456",2014,"L1244703",158,5
"5457",2014,"L1246464",1,1
"5458",2014,"L127324",319,1
"5459",2014,"L1273570",0,1
"5460",2014,"L1285332",0,1
"5461",2014,"L1297365",604,3
"5462",2014,"L1325225",766,28
"5463",2014,"L1383890",0,1
"5464",2014,"L140043",100,13
"5465",2014,"L1411973",79,10
"5466",2014,"L1412003",114,9
"5467",2014,"L1414428",23,6
"5468",2014,"L1416657",497,10
"5469",2014,"L1446883",0,1
"5470",2014,"L1450800",71,3
"5471",2014,"L1450804",92,2
"5472",2014,"L1450807",45,2
"5473",2014,"L1450809",4,1
"5474",2014,"L1450811",8,2
"5475",2014,"L1450816",1,1
"5476",2014,"L1450817",19,1
"5477",2014,"L148189",0,1
"5478",2014,"L148196",2,1
"5479",2014,"L1517072",0,1
"5480",2014,"L1594687",0,1
"5481",2014,"L1616198",2,1
"5482",2014,"L1621217",1,1
"5483",2014,"L1652506",142,5
"5484",2014,"L1653270",39,10
"5485",2014,"L1655346",3336,5
"5486",2014,"L1655354",1678,5
"5487",2014,"L1655362",7288,5
"5488",2014,"L165940",301,1
"5489",2014,"L166161",278,5
"5490",2014,"L167247",1,1
"5491",2014,"L167991",10,2
"5492",2014,"L1740984",317,4
"5493",2014,"L1757223",316,12
"5494",2014,"L1870091",0,1
"5495",2014,"L1870095",0,2
"5496",2014,"L1870099",0,2
"5497",2014,"L1870120",0,2
"5498",2014,"L1886844",569,3
"5499",2014,"L1889240",2302,3
"5500",2014,"L191220",0,1
"5501",2014,"L191293",0,1
"5502",2014,"L1930551",11,2
"5503",2014,"L198798",7,1
"5504",2014,"L207348",27,1
"5505",2014,"L2101293",13,9
"5506",2014,"L2104648",455,10
"5507",2014,"L2115249",2,3
"5508",2014,"L2116856",999,3
"5509",2014,"L2116879",2521,3
"5510",2014,"L2116897",1095,3
"5511",2014,"L2119253",1119,3
"5512",2014,"L2122868",6622,5
"5513",2014,"L2129207",248,1
"5514",2014,"L2130503",400,2
"5515",2014,"L2130515",154,2
"5516",2014,"L2130870",1293,3
"5517",2014,"L215343",1575,13
"5518",2014,"L2158478",627,3
"5519",2014,"L2169706",13518,8
"5520",2014,"L2237576",2,2
"5521",2014,"L2237602",3794,3
"5522",2014,"L2240381",36,1
"5523",2014,"L2240956",30,5
"5524",2014,"L2251117",11366,9
"5525",2014,"L2285914",1,1
"5526",2014,"L2290807",940,5
"5527",2014,"L2290820",1226,5
"5528",2014,"L2290828",8143,5
"5529",2014,"L2290838",3702,5
"5530",2014,"L2298767",2,4
"5531",2014,"L2303098",1241,15
"5532",2014,"L2316412",0,1
"5533",2014,"L2316709",1,1
"5534",2014,"L2317859",1,7
"5535",2014,"L2332176",3171,1
"5536",2014,"L2333007",171,9
"5537",2014,"L2339056",582,1
"5538",2014,"L2341235",2494,4
"5539",2014,"L2341242",617,3
"5540",2014,"L2345533",1415,4
"5541",2014,"L2350776",1672,3
"5542",2014,"L2395280",1143,5
"5543",2014,"L2401908",3891,5
"5544",2014,"L2402831",44,2
"5545",2014,"L2402949",99,2
"5546",2014,"L2405060",587,3
"5547",2014,"L2405093",2791,3
"5548",2014,"L2419546",0,1
"5549",2014,"L2430168",0,1
"5550",2014,"L2436451",0,1
"5551",2014,"L248057",269,1
"5552",2014,"L2506570",58,1
"5553",2014,"L2511468",12,3
"5554",2014,"L2511477",0,2
"5555",2014,"L251783",3710,10
"5556",2014,"L2526463",130,1
"5557",2014,"L2531330",3469,3
"5558",2014,"L256326",0,1
"5559",2014,"L2666632",843,3
"5560",2014,"L267984",8157,11
"5561",2014,"L267994",0,1
"5562",2014,"L269491",816,1
"5563",2014,"L2735912",560,3
"5564",2014,"L2735946",680,3
"5565",2014,"L2735973",757,3
"5566",2014,"L2735978",1512,3
"5567",2014,"L2764893",1359,3
"5568",2014,"L2764952",34,3
"5569",2014,"L2777806",1172,4
"5570",2014,"L2777854",4778,4
"5571",2014,"L2782119",1121,9
"5572",2014,"L2788324",16,1
"5573",2014,"L2792690",8765,6
"5574",2014,"L279820",1636,12
"5575",2014,"L2798365",442,4
"5576",2014,"L280564",3,7
"5577",2014,"L2806415",2266,11
"5578",2014,"L2806470",46,11
"5579",2014,"L2811736",720,1
"5580",2014,"L281763",38,1
"5581",2014,"L2822147",2,1
"5582",2014,"L285036",14,17
"5583",2014,"L2856870",195,9
"5584",2014,"L286815",875,7
"5585",2014,"L2872520",65,4
"5586",2014,"L288115",0,1
"5587",2014,"L2917549",47,5
"5588",2014,"L2917578",27,5
"5589",2014,"L297159",0,1
"5590",2014,"L2982263",322,3
"5591",2014,"L298379",31,1
"5592",2014,"L299350",0,1
"5593",2014,"L2999378",37,1
"5594",2014,"L3000738",901,1
"5595",2014,"L3029648",1130,1
"5596",2014,"L3032067",271,3
"5597",2014,"L3032696",0,1
"5598",2014,"L3034177",4,2
"5599",2014,"L3038954",770,1
"5600",2014,"L3043952",3,1
"5601",2014,"L3051049",7,1
"5602",2014,"L3057718",0,1
"5603",2014,"L3058301",401,1
"5604",2014,"L3068901",152,6
"5605",2014,"L3071667",88,1
"5606",2014,"L3071670",9,1
"5607",2014,"L3076880",10,1
"5608",2014,"L3077429",5096,3
"5609",2014,"L3077525",0,2
"5610",2014,"L3100410",0,1
"5611",2014,"L3104942",6,1
"5612",2014,"L3104945",133,2
"5613",2014,"L3105231",6,5
"5614",2014,"L311660",157,1
"5615",2014,"L3143831",325,3
"5616",2014,"L3143855",165,3
"5617",2014,"L3143950",248,4
"5618",2014,"L3157607",644,9
"5619",2014,"L3193937",17067,5
"5620",2014,"L3205108",42,3
"5621",2014,"L3206217",6,3
"5622",2014,"L3206227",51,3
"5623",2014,"L3206228",0,1
"5624",2014,"L3206231",5,2
"5625",2014,"L3206232",45,3
"5626",2014,"L3206233",3,3
"5627",2014,"L3206237",1,1
"5628",2014,"L3206343",135,3
"5629",2014,"L3206425",43,2
"5630",2014,"L3206575",338,3
"5631",2014,"L3206708",343,2.96428571428571
"5632",2014,"L332411",374,4.75
"5633",2014,"L337068",1815,33
"5634",2014,"L3399623",56,3
"5635",2014,"L381509",0,1
"5636",2014,"L391390",0,1
"5637",2014,"L445366",146,1
"5638",2014,"L449476",1,3
"5639",2014,"L450031",0,1
"5640",2014,"L450319",3160,2
"5641",2014,"L452884",338,86
"5642",2014,"L453702",55,1
"5643",2014,"L455080",679,90
"5644",2014,"L462778",103,14
"5645",2014,"L466941",21,1
"5646",2014,"L470630",835,96
"5647",2014,"L475103",1443,8
"5648",2014,"L477509",18,1
"5649",2014,"L489056",299,6
"5650",2014,"L510074",19,2
"5651",2014,"L514035",83,1
"5652",2014,"L519067",2,2
"5653",2014,"L520045",1145,3
"5654",2014,"L5293274",986,9
"5655",2014,"L552239",229,1
"5656",2014,"L566310",1180,1
"5657",2014,"L575549",182,4
"5658",2014,"L610800",770,3
"5659",2014,"L612220",182,3
"5660",2014,"L631964",13658,6
"5661",2014,"L638097",0,2
"5662",2014,"L660873",116,2
"5663",2014,"L679571",455,20
"5664",2014,"L686184",6,1
"5665",2014,"L692572",0,1
"5666",2014,"L718378",39395,37
"5667",2014,"L725009",10,1
"5668",2014,"L728677",1891,13
"5669",2014,"L745059",0,2
"5670",2014,"L745096",0,1
"5671",2014,"L748801",0,1
"5672",2014,"L754096",0,1
"5673",2014,"L760346",236,10
"5674",2014,"L765468",0,1
"5675",2014,"L767658",373,4
"5676",2014,"L770907",0,1
"5677",2014,"L780301",2,5
"5678",2014,"L785900",0,1
"5679",2014,"L815089",617,4
"5680",2014,"L816569",771,1
"5681",2014,"L835237",3711,5
"5682",2014,"L859480",118,2
"5683",2014,"L870076",46,20
"5684",2014,"L910949",105,1
"5685",2014,"L918694",0,1
"5686",2014,"L923371",965,13
"5687",2014,"L924702",257,18
"5688",2014,"L955750",2363,21
"5689",2014,"L956380",0,2
"5690",2014,"L961321",188,2
"5691",2014,"L977151",3414,6
"5692",2014,"L986099",26,0.964285714285714
"5693",2014,"L992910",4,2
"5694",2014,"L99388",49,21
"5695",2014,"L99389",38,14
"5696",2014,"L99390",27,5
"5697",2014,"L99391",76,19
"5698",2014,"L99392",6,20
"5699",2015,"L1012514",1407,1
"5700",2015,"L1041464",0,1
"5701",2015,"L109044",44,1
"5702",2015,"L109144",0,1.64285714285714
"5703",2015,"L109145",0,1
"5704",2015,"L109146",58,4
"5705",2015,"L109147",2067,3
"5706",2015,"L109518",0,2
"5707",2015,"L109534",31,1
"5708",2015,"L1169563",22,1
"5709",2015,"L1178498",441,7
"5710",2015,"L1186750",0,1
"5711",2015,"L1244703",183,3
"5712",2015,"L1252215",0,1
"5713",2015,"L1252874",225,5
"5714",2015,"L1255048",0,2
"5715",2015,"L127324",687,1
"5716",2015,"L1285332",0,1
"5717",2015,"L131590",88,2
"5718",2015,"L1325225",1349,18
"5719",2015,"L1349493",79,3
"5720",2015,"L140043",244,9
"5721",2015,"L1411973",15,1
"5722",2015,"L1414428",240,7
"5723",2015,"L1416657",273,9
"5724",2015,"L1420268",903,12
"5725",2015,"L1461902",16,2
"5726",2015,"L1468718",218,1
"5727",2015,"L148189",0,1
"5728",2015,"L1488871",27,2
"5729",2015,"L1504463",2,1
"5730",2015,"L1600047",13,3
"5731",2015,"L1600122",0,2
"5732",2015,"L1652506",310,5
"5733",2015,"L1653270",18,2
"5734",2015,"L1655346",1777,5
"5735",2015,"L1655354",1937,5
"5736",2015,"L1655362",6388,5
"5737",2015,"L166161",708,9
"5738",2015,"L166400",756,2
"5739",2015,"L167247",0,1
"5740",2015,"L167991",1,1
"5741",2015,"L1722141",23,1
"5742",2015,"L1767018",0,1
"5743",2015,"L1886467",567,5
"5744",2015,"L1886844",348,3
"5745",2015,"L1889240",2063,3
"5746",2015,"L1959306",110,1
"5747",2015,"L197353",0,0.964285714285714
"5748",2015,"L2084478",2,1
"5749",2015,"L2095883",0,2
"5750",2015,"L2101293",53,5
"5751",2015,"L2104648",159,2
"5752",2015,"L2104912",1062,1
"5753",2015,"L2115249",0,1
"5754",2015,"L2116856",673,3
"5755",2015,"L2116897",1243,3
"5756",2015,"L2118995",723,5
"5757",2015,"L2120084",1530,1
"5758",2015,"L2129207",76,2
"5759",2015,"L2130870",759,2
"5760",2015,"L215343",1458,11
"5761",2015,"L2158478",841,3
"5762",2015,"L2169706",5847,7
"5763",2015,"L2177164",0,1
"5764",2015,"L2237576",1757,2
"5765",2015,"L2237602",3897,3
"5766",2015,"L2240956",28,3
"5767",2015,"L2290807",1684,5
"5768",2015,"L2290820",491,5
"5769",2015,"L2290828",8590,5
"5770",2015,"L2290838",909,5
"5771",2015,"L2292927",0,1
"5772",2015,"L231739",29,1
"5773",2015,"L2333007",163,5
"5774",2015,"L2345533",1189,6
"5775",2015,"L2350776",1226,2
"5776",2015,"L2351478",933,1
"5777",2015,"L2390043",92,5
"5778",2015,"L2395280",904,5
"5779",2015,"L2401908",3976,5
"5780",2015,"L2402831",167,5
"5781",2015,"L2402949",855,5
"5782",2015,"L2422401",49,3
"5783",2015,"L251783",806,5
"5784",2015,"L2601924",259,1
"5785",2015,"L2666632",2371,3
"5786",2015,"L267984",3786,9
"5787",2015,"L2735912",1487,3
"5788",2015,"L2735946",3162,3
"5789",2015,"L2735973",4063,3
"5790",2015,"L2735978",4605,3
"5791",2015,"L2764893",675,2
"5792",2015,"L2764952",519,2
"5793",2015,"L2776116",2,3
"5794",2015,"L2782119",1311,9
"5795",2015,"L278604",4982,4
"5796",2015,"L2788324",175,2
